Comune,SI_mean_km,SP_mean_km,SS_mean_km,SI_mean_min,SP_mean_min,SS_mean_min,SI_St.Dv_km,SP_St.Dv_km,SS_St.Dv_km,SI_St.Dv_min,SP_St.Dv_min,SS_St.Dv_min
COTTANELLO,3.180518587977153,3.180518587977153,2.2945242059450797,5.924897046613242,5.924897046613242,4.015374863721128,1.4828758545475076,1.4828758545475076,1.4768673151866647,2.506002054328028,2.506002054328028,2.438457314384255
ESPERIA,1.8384002171125569,1.8384002171125569,1.9623648888447414,2.5144322954343377,2.5144322954343377,2.9099569465149524,3.3987087437731405,3.3987087437731405,3.38138462763407,4.325136478257716,4.325136478257716,4.549053625633456
FABRICA DI ROMA,3.6882099128210526,6.361086111079787,3.8572685038979753,5.497416765313307,8.521157681017398,5.7031988217964065,0.94490374289307,2.6309649845636485,3.3666340757498427,1.045902498819577,2.991891046986343,3.803324569081342
FALERIA,1.016358175330283,0.9102877755018574,1.103287775501857,2.5021233052270913,2.3465707192011935,2.6021592227990906,1.0549118446581212,1.0421281111264584,1.0421281111264584,1.2606582642648478,1.232920351276834,1.4239030865898141
FALVATERRA,4.6993501897125,4.6993501897125,4.6993501897125,6.727429448326163,6.727429448326163,6.727429448326163,1.0323842792293962,1.0323842792293962,1.0323842792293962,1.458528558361322,1.458528558361322,1.458528558361322
FARA IN SABINA,7.670908007232146,8.589339268077325,6.508200742119423,12.000146291508155,12.896967323391966,9.03587256051575,3.409566343351108,1.8311188324213903,3.460800651666419,4.244651628686909,1.9485513006171156,4.145899357374884
FARNESE,0.722,4.435,3.810000000000001,2.2,7.166666666666667,5.2,,,,,,
FERENTINO,5.48541483785794,5.852540240870335,4.722477322152884,8.413201432449792,8.818404386801907,8.495670226449144,2.598503962279547,2.5339606973311657,2.6684393432438047,3.0755060605280353,2.952442661925489,3.1716466689391156
FIAMIGNANO,5.739906992705355,5.739906992705355,5.739906992705355,8.892561382251973,8.892561382251973,8.892561382251973,2.9264674810396265,2.9264674810396265,2.9264674810396265,3.733530582505065,3.733530582505065,3.733530582505065
FIANO ROMANO,1.7254999999999998,1.742333333333333,0.181,4.0,4.038888888888889,0.3833333333333333,,,,,,
FILACCIANO,0.596,3.791,6.142999999999999,2.2,6.516666666666667,8.966666666666667,,,,,,
FILETTINO,12.343,0.095,12.343,20.716666666666665,0.2333333333333333,20.716666666666665,,,,,,
FIUGGI,2.7013122953833566,2.7013122953833566,2.7013122953833566,4.168940257659248,4.168940257659248,4.168940257659248,3.1890515831513295,3.1890515831513295,3.1890515831513295,4.5372685126136805,4.5372685126136805,4.5372685126136805
FONDI,7.507084736115081,8.102309229599193,6.9111900957480925,11.069979287819717,11.516637574195128,10.872352045644261,3.3092640573635475,2.6496893766894973,4.93039796912855,3.172554200107371,2.5112042972471817,4.941689490995724
FONTANA LIRI,1.957665615716877,2.4300675185587655,2.16989385934308,3.334702431758026,4.622575084498561,3.761691503639549,1.8562392985101175,1.6808320360266022,1.24134456672325,2.9610433596585137,2.368074698521518,1.6072751268321595
FONTE NUOVA,3.579281873504013,4.072940063594655,4.042892733376165,6.752075697648724,7.7631980748999245,7.064586838485056,1.5490876060155896,1.8442603546016916,1.3519214751604476,2.56771683662479,3.1317731537293296,2.2024717806238616
FONTECHIARI,1.9645701444642338,2.1055447886759664,5.266719103017865,3.1063121872390944,3.421630898339891,7.2337628396522,2.2142258993457133,2.2032140915792393,2.051315756614114,3.3596599254708526,3.33042929053587,2.501906680321438
FORANO,3.6645348971050957,4.532079572065702,3.9375871760290164,5.07567402571423,6.445653435735937,5.480557531950736,1.2248328797567987,3.5659594781769464,3.276770564646437,1.1922881052522187,4.015882818859985,3.6260758301400604
FORMELLO,5.199280465409696,5.34066158706768,4.454112357712856,7.770761052310263,8.173331463007212,7.210332560651243,1.8722859849723303,1.886936377532942,2.8164460973090923,1.9210784283944073,1.9662412103692921,3.3691390418915463
FORMIA,5.958223771587949,5.251320741123112,5.360398003717627,12.748608107774567,10.487499837702043,12.134700397827904,1.6303839796157389,1.5533262775233168,2.2476785958270122,2.6772254950164327,2.111404226727316,3.5394641571940975
FRASCATI,3.7235,3.829,3.161,10.608333333333334,10.7,11.275,,,,,,
FRASSO SABINO,2.2547030514588173,1.0254709075552373,8.21509143174678,3.4898110215626468,2.111200278607461,11.037636800920179,0.5790724623625843,0.9369526402118732,0.9575282415330282,0.6179978125335852,1.5746251758575576,1.5427848797499872
FROSINONE,5.102228617269517,5.0322075690022725,4.840569227312576,10.19307652138659,10.330728188393476,10.062287447242662,0.9420200976674541,0.9500463831878595,1.0408791859274396,1.336884668312027,1.5963921133757633,1.5593328237483024
FUMONE,3.7118454106979484,3.8572950482162924,3.7118454106979484,7.107335238267246,6.890823241511944,7.107335238267246,1.0808909288175195,2.2789534220777745,1.0808909288175195,1.7662971311632583,3.4890304288345395,1.7662971311632583
GAETA,2.260529912674408,2.260529912674408,2.17965669293343,5.085960613651055,5.085960613651055,4.3711187279098125,5.392926643414502,5.392926643414502,5.240368355373504,5.518379171510015,5.518379171510015,5.332763641448546
GALLESE,6.839673506277481,1.3434842047674893,1.6923009074930662,7.1370699472359656,1.8576462182826725,2.645188470005965,2.2711686419110317,1.8347122390173343,1.2824616953344063,2.2290381582896046,2.629797203841645,1.7190921376638824
GALLICANO NEL LAZIO,3.354036955506152,2.450209048169088,2.1605958070594853,7.378974800005084,6.734081043847619,5.8622087191225765,1.0865322514004514,1.2251651589343644,1.2256309939510068,2.692152518930751,1.9981704594916787,2.039902866242337
GALLINARO,0.8903456562045584,0.8903456562045584,6.542499162447998,1.5617948840000375,1.5617948840000375,8.993114350106406,1.8761722557732627,1.8761722557732627,1.843258618136189,3.058639857482044,3.058639857482044,2.6511178634541936
GAVIGNANO,2.4562218879304116,2.4653381259555758,2.3128899490251107,4.176603857500061,4.162752394484019,3.954672125057253,1.9587752854903036,1.9325193154951659,1.9500048473688225,2.8117384330468966,2.750343893841556,3.0378846894250913
GENAZZANO,13.729813512485649,2.57051943146685,2.85981873507124,17.450987047586256,4.588909932412662,4.869838050245377,4.077207325486405,3.116744134509601,3.1082761621194477,2.4538476023493305,4.02259935309938,3.904207132483282
GENZANO DI ROMA,4.983696571010203,4.999771726557286,5.404020321370601,8.791192176660061,8.692954838916108,10.497528764637458,1.7733533625793334,1.7443031715518131,3.2483267773853313,2.5064163692158203,2.4477131779657717,4.6422179237929075
GERANO,0.7783717981485228,6.598330643100121,6.598330643100121,2.5978232829564885,10.36443547700041,10.36443547700041,0.21920310216782976,0.13788582233137697,0.13788582233137697,0.8720983634634085,0.4596194077712549,0.4596194077712549
GIULIANO DI ROMA,3.0835733049045877,3.1925733049045872,3.0835733049045877,4.417991881991924,4.737538802683251,4.417991881991924,1.7371748616647662,1.7371748616647662,1.7371748616647662,1.8266012762018484,1.8554499304601146,1.8266012762018484
GORGA,3.0475302780161164,3.0475302780161164,11.632786873283207,5.182712283700317,5.182712283700317,18.869502586435267,5.043085563422457,5.043085563422457,5.009851544706689,8.072802418546418,8.072802418546418,7.766389480032246
GRADOLI,0.7942799224286384,0.7942799224286384,0.7942799224286384,2.703407252706686,2.703407252706686,2.703407252706686,0.3309259735953043,0.3309259735953043,0.3309259735953043,0.6599663291074445,0.6599663291074445,0.6599663291074445
GRAFFIGNANO,4.0682279813362126,3.2660600159002766,4.870395946772146,6.3912065876251845,5.260925258196817,7.521487917053552,0.8247903774091129,3.1982266440430185,2.940379850744911,1.2418810404054486,3.6242080871908087,3.744659777850566
GRECCIO,2.3959553694036857,2.3959553694036857,2.227648257003686,4.79490777639983,4.79490777639983,4.079872604741201,1.7151242812111314,1.7151242812111314,1.7068440760655321,3.414458636120488,3.414458636120488,3.4281392750133257
GROTTAFERRATA,3.7774769488381454,3.718547809018484,3.999654035965098,11.04146465488535,11.258973207980272,11.213509912978967,1.0032324650689162,1.005313604036232,1.0350816888915442,3.4931010363412307,3.362784494235948,2.876500428003026
GROTTE DI CASTRO,1.873,2.129,1.873,4.15,4.15,4.15,,,,,,
GUARCINO,1.2685465715239732,1.9230818752323056,1.9230818752323056,2.1986953335706327,3.8352305821749013,3.8352305821749013,1.1280911606189754,1.5853120355311758,1.5853120355311758,1.6155709345133829,2.215538560059633,2.215538560059633
ISCHIA DI CASTRO,0.383,0.975,0.35,0.4833333333333333,2.5166666666666666,0.5,,,,,,
ISOLA DEL LIRI,3.9673840804829195,4.065901324593396,3.534798845620815,8.827880197655542,9.298851835425939,8.041903821193062,0.540219895703857,0.38328100703940804,0.9204304117406936,2.688669560122132,2.423654204374245,3.186049701183693
ITRI,1.9582628740965582,1.7920424743331524,2.066124877806095,4.451337491563294,3.9547264361050725,4.921054086930369,2.0955487049935155,2.190359605179022,1.9311177592265054,3.104491593732468,3.2956115601744624,2.5841127856362793
JENNE,12.723,15.297,12.723,22.466666666666665,23.98333333333333,22.466666666666665,,,,,,
LABICO,3.5480869129533086,3.4035869129533083,3.518586912953309,5.758328365065569,5.198595045370967,5.138473858047445,3.4747227227506943,3.4747227227506943,3.4747227227506943,5.1913422852112365,5.256160406820004,5.374011537017761
LABRO,6.861711089885077,6.861711089885077,18.97355309383433,9.965846042039999,9.965846042039999,24.09437295573739,3.000961179355708,3.000961179355708,0.8435783899555522,4.607979190732335,4.607979190732335,2.1566756826189706
LADISPOLI,3.3004049167768685,3.2795143405982863,3.264201678395148,6.047904092746818,6.157751392215068,6.742706231847937,1.5349933999858112,1.732263568831495,1.8471702293643646,1.869787718194531,2.2552519054475484,2.143736030080818
LANUVIO,8.123410074997482,5.486917789775698,5.1392192086679245,12.79886445438283,9.326028973449842,8.885219171409844,0.8024786552074091,1.5968194671641145,2.1151415986034734,1.1439316831730795,2.1390634511198274,2.672225419098507
LARIANO,1.6049999999999998,1.74825,1.436,3.95,3.3125,3.783333333333333,,,,,,
LATERA,4.056,4.056,4.056,5.883333333333334,5.883333333333334,5.883333333333334,,,,,,
LENOLA,3.017015603730661,3.157837640022854,4.781166389929579,4.902592025538195,5.308039771581161,7.764404480494039,1.3270059568531745,1.643846809569959,2.4062815712214563,1.4998765381289318,1.8998398707237238,2.8299886888176737
LEONESSA,5.435778862748214,5.435778862748214,5.435778862748214,7.420209042919735,7.420209042919735,7.420209042919735,3.4750513495994473,3.4750513495994473,3.4750513495994473,3.416902457457094,3.416902457457094,3.416902457457094
LICENZA,0.7297678867764428,0.7747079160643129,21.270353641523645,2.6488386389998637,2.165505305666531,26.222938550803736,2.526492529179534,2.3475945135393377,3.589981128084103,3.80659150538758,3.8065915053875803,5.150094389642022
LONGONE SABINO,8.080215459543817,8.080215459543817,13.90965066377967,12.48107632390851,12.48107632390851,19.655154046828994,5.3367361748544395,5.3367361748544395,2.9148791856038683,8.072041081549463,8.072041081549463,4.110338703715214
LUBRIANO,0.429,0.429,3.708,1.4833333333333334,1.4833333333333334,6.466666666666667,,,,,,
MAENZA,1.2735152641174992,1.3655152641174992,1.3655152641174992,2.377516959325662,2.5721021947141214,2.5721021947141214,2.3235064737016193,2.3235064737016193,2.3235064737016193,3.220866573064069,3.2113225612810354,3.2113225612810354
MAGLIANO ROMANO,0.14,0.457,0.457,0.2333333333333333,0.55,0.55,,,,,,
MAGLIANO SABINA,4.300619739403302,4.333545539519333,4.743483293532785,6.49132204828451,6.5507149790115875,7.663780147336207,2.999602284748207,3.068382375128628,2.7879070584699677,4.131675294688674,4.1906697511212885,3.756886269830969
MANDELA,0.7592623057515461,0.7592623057515461,4.3216039757073785,1.5464305600698316,1.5464305600698316,7.79152032256075,0.7155920625607861,0.7155920625607861,0.40375797205751845,1.4495689014324225,1.4495689014324225,0.8485281374238566
MANZIANA,1.1358156341864583,1.304815634186458,1.6938792207806008,2.784813173809402,3.0144151857677763,4.173594212862608,1.2473851316520759,1.247385131652076,1.1847286609177647,1.2849917134766682,1.521048310528947,1.5246963875060748
MARANO EQUO,0.9030000000000001,1.146,5.444,3.1,3.816666666666667,9.983333333333333,,,,,,
MARCELLINA,1.7475781308342213,1.9153321374909187,1.5335615908910776,4.105087821604994,3.7428557303993406,2.6710034741798343,2.279788659795757,2.622873487862755,2.7421532293679967,2.065882467704872,3.2336053722901466,3.9671685023358823
MARCETELLI,23.203,20.556,23.421,40.4,38.06666666666667,39.03333333333333,,,,,,
MARINO,5.491648152029762,3.6563275572174945,3.9042175452111936,12.087608907176131,8.399295665641022,9.135193905967265,0.9128748545118331,0.7551900423072331,0.7203061077686975,2.3216672648958308,1.803122292025698,0.6167542480349328
MARTA,0.705,0.705,0.705,2.4333333333333336,2.4333333333333336,2.4333333333333336,,,,,,
MAZZANO ROMANO,0.526,0.526,0.526,2.1,2.1,2.1,,,,,,
MENTANA,4.150919701087746,3.5667958514011886,3.553590114996172,8.817101736301547,6.4932974414911335,6.146894932842987,2.8912860925114274,3.126585592410141,3.339037323840511,3.537910508179776,4.298077017618777,4.389051245238923
MICIGLIANO,8.754,8.826,9.294,14.516666666666667,14.733333333333333,15.183333333333334,,,,,,
MINTURNO,4.816475955619348,5.210335542911488,5.05055447618581,8.821071294284746,9.424006444143687,8.580556460433801,1.1163094207342499,1.3514685190861113,1.480280335857797,1.6554538090674364,2.007241170263415,1.519348694192829
MOMPEO,5.97570033998228,5.97570033998228,14.858148634768364,9.570499010366166,9.570499010366166,23.968139419124938,1.359766340221731,1.359766340221731,0.7806458864299491,2.628080203410001,2.628080203410001,0.9074537025227347
MONTALTO DI CASTRO,8.272221611141182,8.034895444915632,7.28649824725776,8.713837716959556,8.070981112515645,8.307092760244018,1.7311973135355934,1.7077905264237934,6.251245920100362,2.39878751614624,2.3854446089026795,4.245552645051615
MONTASOLA,7.7301595638331255,1.5086082472348994,6.838889078120957,13.371560122209502,2.883297996756935,11.504314407169037,1.0371043020513098,1.8251806303304157,1.0375732905840112,1.2473304828045115,3.362084340273324,0.9858724280780169
MONTE COMPATRI,6.57192874261353,4.788033684641804,4.23382115332968,10.732182994031623,7.847020183834078,7.087498561928919,2.882329322918805,2.8714958206666545,3.9373600600433085,3.2690583033073533,3.618336787960887,4.888258108985994
MONTE PORZIO CATONE,2.254906732311623,2.6504503224625413,2.5978247590325965,4.251056406878249,5.545126081858697,5.562328292939325,0.6419239051476429,1.2416634205774124,1.1526322917565686,1.2073271672951325,1.7594250165576506,1.4740627907626973
MONTE ROMANO,0.24400000000000002,0.24400000000000002,0.265,0.65,0.65,0.8166666666666667,,,,,,
MONTE SAN BIAGIO,4.508967358893392,4.8522480415627225,5.678721550050401,6.566335003556005,7.238570074848503,8.5651186001618,2.183204983504756,2.1280680613202,1.348906048536286,3.3690691487430686,3.2203538644605003,1.9138203503289781
MONTE SAN GIOVANNI CAMPANO,4.7830272084948655,5.003663391165735,4.676105147920704,7.274221571298238,7.5658920895466615,7.2992177496303,0.9873966893118208,0.9384787339757481,1.895042092609959,1.334003677972866,1.3602960668044741,2.706351345785984
MONTE SAN GIOVANNI IN SABINA,2.388127911071974,2.388127911071974,24.611595701018036,4.106729730123929,4.106729730123929,32.03628130709001,1.439525952064313,1.439525952064313,4.976223105930842,2.1576993920995267,2.1576993920995267,1.9745815309128725
MONTEBUONO,1.3973585746351096,1.3970981275465177,10.109508995660036,2.5825022001404703,2.6981998943678676,15.312752744768554,1.016402282563356,0.9820205700493243,0.975850893664943,1.8220181118748517,1.7369646790583557,1.7079769275915835
MONTEFIASCONE,3.869645238238564,3.794893089991692,4.183793592295857,6.806700157955029,6.6622706708325765,8.154876916097754,1.7699937535200514,1.6923651201794487,2.54674272355886,2.3302118257312525,2.1114056812032325,4.148851916159725
MONTEFLAVIO,,0.276,0.276,,1.0666666666666669,1.0666666666666669,,,,,,
MONTELANICO,1.4114776074233013,1.2765864965959168,1.2765864965959168,1.9922316597633605,1.7725654040413659,1.7725654040413659,4.980860166678041,4.9172205563712525,4.9172205563712525,6.16361410934274,6.293250352560273,6.293250352560273
MONTELEONE SABINO,4.371008706264599,2.8795043326332883,2.8795043326332883,7.166898178483302,4.931711658551361,4.931711658551361,0.15980613254815973,5.443308001574042,5.443308001574042,0.1885618083164139,8.108157757605746,8.108157757605746
MONTELIBRETTI,4.15509665438952,4.170647405346567,4.169059948621259,7.01490928046149,6.907036615349534,7.617200913866738,1.7355056323734592,2.0536698980118495,4.556446334590148,2.3843281723230407,2.1395466160432735,5.635675055690608
MONTENERO SABINO,6.127517358334877,6.127517358334877,14.34550469595855,11.269433129637909,11.269433129637909,22.411277678812336,0.9424862510049327,0.9424862510049327,0.9548781772212269,2.099889767829977,2.099889767829977,1.8335605919752005
MONTEROSI,0.6127851537351416,0.7096519318747542,0.7096519318747542,1.789856474479354,2.062162834579008,2.062162834579008,0.5062884553295681,0.5437651147324551,0.5437651147324551,1.084230397819373,1.1785113019775793,1.1785113019775793
MONTEROTONDO,3.363024018385488,3.0881961159114075,2.9848358036132434,6.716118915718947,6.30144138518049,6.717284608128805,0.8888858626521838,0.8450213446515223,0.7088774980852945,1.0527212037716207,1.2330064495021469,1.1104668270930353
MONTOPOLI DI SABINA,4.024662057873621,4.301610328227058,3.9110892322066433,6.406516997294994,7.359445550669117,6.114792514602343,2.49883272749498,3.0228991511093746,3.1824099795246017,3.2259054619413003,3.938353082190574,4.30106575939809
MONTORIO ROMANO,0.7965,0.625,0.538,2.216666666666667,1.5666666666666669,1.1,,,,,,
MORICONE,0.437,0.427,0.229,1.75,1.6833333333333331,1.1833333333333331,,,,,,
MORLUPO,3.6277535248175288,3.342040229870715,3.654488772756151,7.102439706512056,6.380585914386046,7.06265246594457,1.3363228371168399,1.3232431917241987,1.9404007633018034,2.154901103399434,2.150043783648356,3.3237436129969877
MOROLO,2.721362515021826,2.2291245384015896,1.7368865617813538,4.011641820204553,3.6711920805436082,3.3307423408826615,1.4969554751042011,1.1009026126320167,0.9735426430196973,1.9859537622208159,1.4223931103931247,1.3528519258711698
MORRO REATINO,7.189495806689607,7.8972130299558065,11.82605152240535,11.125539553481318,13.14954282530205,19.616563476350745,1.8880045903899003,1.0410774867094827,1.579540861558615,3.230239069239991,3.2121874397594166,1.005586248764224
NAZZANO,0.8850366994579761,0.8850366994579761,3.416253355898873,2.1477871462489553,2.1477871462489553,5.039943951942739,1.87779019062301,1.87779019062301,1.9397182785136602,3.037283752399929,3.037283752399929,3.1040743834157354
NEMI,3.3268256574914763,3.3268256574914763,3.280329808255672,6.474127707392816,6.474127707392816,6.283580156556872,1.3736063118666864,1.3736063118666864,1.37369337917892,2.680008291861136,2.680008291861136,2.726729828119309
NEPI,4.008020409815863,4.604934132484103,3.801974798577365,5.94494592173983,7.457678223891143,5.260946728880713,2.6994101881033874,2.9257468199667334,3.0573760080411194,3.0723991217998297,3.564315991161346,3.5501358630994173
NEROLA,5.04813146802343,5.04813146802343,5.04813146802343,8.178782399038004,8.178782399038004,8.178782399038004,4.392168519080296,4.392168519080296,4.392168519080296,6.368830347873931,6.368830347873931,6.368830347873931
NESPOLO,32.361,6.397,31.85,47.78333333333333,11.533333333333331,47.35,,,,,,
NETTUNO,4.159416666666667,4.62388888888889,4.401,7.669444444444444,7.737037037037038,9.1,,,,,,
NORMA,0.876,1.165,0.876,2.4166666666666665,3.5333333333333337,2.4166666666666665,,,,,,
OLEVANO ROMANO,0.9650000000000001,0.9650000000000001,0.9650000000000001,3.2,3.2,3.2,,,,,,
ONANO,0.8039999999999999,8.611,8.426,2.566666666666667,10.65,11.933333333333334,,,,,,
ORIOLO ROMANO,0.8734130898396519,0.7795957512489884,1.957413089839652,1.674919664274933,1.5657865938081077,4.495920978607471,1.1087434329005064,1.109450539681693,1.1087434329005064,1.8384776310850235,1.8031222920256962,1.6617009357883872
ORTE,4.112861412165389,3.7955494868380035,3.5885393400823102,7.120877317760217,6.595576975787589,6.496494243077722,2.1055026814674602,1.6724507092886178,1.9759877192600837,2.2945330558622263,1.8448351326518768,2.063530326263079
ORVINIO,13.367,13.28,12.856,17.483333333333334,17.85,17.1,,,,,,
PAGANICO SABINO,6.902,11.678,21.149999999999995,9.883333333333333,18.133333333333333,29.666666666666668,,,,,,
PALESTRINA,5.737402225896772,5.837351359857873,5.659679013732062,9.72745978926433,9.57726956071378,8.976006936034088,1.2681488057899095,1.2298379417552416,1.412728569899403,1.716747001925522,1.8591678190512029,2.2990138448469573
PALIANO,3.8456796085205087,4.23703264700827,4.906976873062637,7.202375043507535,7.767215707574538,9.266461310068811,1.193728545057759,1.5166387176911973,1.8059795076752279,1.9286774294796232,1.8833013982753881,1.9328765880836527
PALOMBARA SABINA,3.896890995979162,3.718121916614626,3.858337593355023,5.911882431625595,5.489787019626954,6.0137709118436256,4.056019641635545,4.0123991546443225,4.003596276206823,4.553224335770405,4.452199459419471,4.379991483647588
PASTENA,0.536440867662301,0.536440867662301,0.536440867662301,1.3722966013415343,1.3722966013415343,1.3722966013415343,1.813021786962308,1.813021786962308,1.813021786962308,2.569154638311123,2.569154638311123,2.569154638311123
PATRICA,4.293999710307873,5.1571664628155744,5.163666462815575,7.412557296041257,9.308827376837902,9.327782022626366,0.9479288118269571,2.2042335591613997,2.2042335591613997,1.5247949733154782,3.4610106353571863,3.462751528502753
PERCILE,3.837,3.661,13.635000000000002,6.15,5.6,17.583333333333332,,,,,,
PESCOROCCHIANO,10.47754919547244,13.147681326121146,10.557306011864132,16.382052070182855,19.521521067191163,16.604976082584454,6.062353233618664,6.717770429908894,6.044267165049871,9.724506973601779,10.91299811132476,9.648027048362062
PESCOSOLIDO,1.9478418867637028,1.4834175414243886,6.191557071014959,3.6637930753761703,2.537856688729833,9.040914459138696,1.433567199913093,1.659129164150077,2.572140289071859,2.5707894377667984,2.563742923496382,2.7597302605709695
PETRELLA SALTO,8.774627887819747,9.15873740871775,9.731752318896548,12.363814776409187,13.001032680281387,13.194807663372147,4.920506274764823,5.190760362688413,5.86058719480029,5.951675434379001,6.1727238591459646,6.295524676496865
PIANSANO,0.7010117013804903,0.7010117013804903,0.7010117013804903,1.0014491673113761,1.0014491673113761,1.0014491673113761,0.574877813104663,0.574877813104663,0.574877813104663,0.6953216681667718,0.6953216681667718,0.6953216681667718
PICINISCO,3.7513165055060704,3.7513165055060704,6.090466074683987,7.14427444713309,7.14427444713309,9.763919588958963,2.7952380936156405,2.7952380936156405,2.5758421761953247,5.542451907608053,5.542451907608053,4.118667979568871
PICO,1.1197131379655025,1.1197131379655025,1.1197131379655025,1.981983248821523,1.981983248821523,1.981983248821523,1.25459726036457,1.25459726036457,1.25459726036457,1.9596322946304825,1.9596322946304825,1.9596322946304825
PIEDIMONTE SAN GERMANO,2.588785209484211,2.824506092477799,2.2412480473831216,4.6669432434199285,4.984462169316011,4.067006061341383,2.307350100893932,2.530961359792343,2.2674374564798074,2.884600373044646,3.5175171054739147,3.2228639207778924
PIGLIO,3.3198120077525006,3.3198120077525006,2.930466424507642,5.558221470317681,5.558221470317681,5.010621745853447,2.377564270658337,2.377564270658337,2.6362631223001998,3.744217764322298,3.744217764322298,4.197792078382793
PIGNATARO INTERAMNA,1.2028226541718268,1.2028226541718268,1.2028226541718268,1.95354654096336,1.95354654096336,1.95354654096336,1.109053244889532,1.109053244889532,1.109053244889532,1.3581612024542051,1.3581612024542051,1.3581612024542051
PISONIANO,0.145,0.131,0.131,0.65,1.4666666666666666,1.4666666666666666,,,,,,
POFI,2.9950087095079003,3.078915038229499,2.727935067494823,5.27013000271305,5.409932101813599,4.633340259998541,1.1733152488220204,1.1852643224101933,1.0599541763274385,1.6273640097014819,1.6314615124687024,1.4662584964782381
POGGIO BUSTONE,2.0088181899770725,3.006817475033318,3.006817475033318,3.1723389419217476,5.425852703048641,5.425852703048641,1.3580262761326332,1.7935281059037427,1.7935281059037427,2.0920683545238195,2.66048067224842,2.66048067224842
POGGIO CATINO,2.0783567874562157,1.9235028954232771,6.304061481042531,4.133255734958972,3.8695225501570873,10.579733936837068,1.231186148936599,1.2478485485025816,1.3882916360284914,2.1652292240297775,2.37043420776307,2.9886358835502937
