Comune,SI_mean_km,SP_mean_km,SS_mean_km,SI_mean_min,SP_mean_min,SS_mean_min,SI_St.Dv_km,SP_St.Dv_km,SS_St.Dv_km,SI_St.Dv_min,SP_St.Dv_min,SS_St.Dv_min
POGGIO MIRTETO,5.3087090500002105,5.381900092690759,4.024563841541454,8.779659133776445,8.890698411310613,7.86738404517799,2.3481985350026,2.244468616186829,2.763909360377245,3.5205107837810132,3.3768914942623143,4.422286032880931
POGGIO MOIANO,3.2518721137489184,3.3139289095081566,3.3271182158073027,5.143548378636027,5.532727521625845,5.189745686179428,3.478221576227331,3.5030171281339753,3.697359237798423,4.657321993178929,4.862336353525414,5.1481478150812565
POGGIO NATIVO,3.892771329127685,3.892771329127685,10.326750101203743,6.5201957874521455,6.5201957874521455,14.04103512285377,2.923058317682257,2.923058317682257,2.5061686609529814,3.249452792760798,3.249452792760798,3.3194584744340547
POGGIO SAN LORENZO,3.986,4.31,4.415,6.633333333333334,7.383333333333334,7.716666666666667,,,,,,
POLI,3.211826695426104,2.9163290765457153,3.211826695426104,5.311388465041431,4.732395603180892,5.311388465041431,2.5311244536766657,2.530548622993309,2.5311244536766657,3.6993618068226013,3.721795166214721,3.6993618068226013
PONTECORVO,3.670101307441752,3.8497896467248935,3.8006681300020873,6.4073888655726945,6.801731951317252,6.56285213655067,2.000975251212745,1.9694120941623658,1.763594394269839,2.436979893573909,2.4105914097232444,1.8221121240452223
PONTINIA,5.38706773821,7.017049976583342,5.126432272747902,6.88981932238899,8.452974524488475,6.865835513325993,4.082081383576624,2.918314269823481,3.9794035603879854,3.9466640273076754,2.905305252656097,3.9110076582356332
PONZA,2.21347806226601,2.6021215848587897,,5.276838964717156,5.17043038445229,,2.496086937588513,2.01631498655344,,4.301566252218164,3.6769552621700465,
PONZANO ROMANO,0.214,0.214,8.912,1.4166666666666663,1.4166666666666663,11.066666666666666,,,,,,
POSTA,15.235755583572145,3.6410588156521735,15.77502591542428,16.863185040541232,4.716881410374197,17.584682784875916,3.0717720184501545,1.7831032339315473,3.072006332148732,3.595829079987921,2.3147445491981027,3.5824399033864704
POSTA FIBRENO,0.9523114435987938,2.0332185075406723,5.114071419697508,2.1304542525360466,5.331371857513504,7.980454252536046,0.8527707781109763,0.26445793616376884,0.7063996744053608,0.8956685895029601,0.7542472332656506,0.8956685895029601
POZZAGLIA SABINA,12.715448161747128,12.628448161747126,12.204448161747127,17.971072317100962,18.561992848568664,17.451745231920547,3.357534313550149,3.357534313550149,3.357534313550149,4.936492513245952,5.0074088627271625,4.932232891530601
PRIVERNO,5.563110607198419,5.156351665156881,5.149933895358278,8.173793374957322,8.277602074494194,8.616156549122863,1.71037441193629,2.020825428546527,2.0461414257021335,2.2595129697345975,2.8298120243763267,2.8684550176068986
PROCENO,7.095,7.717,7.349999999999999,11.066666666666666,11.766666666666667,11.933333333333334,,,,,,
PROSSEDI,3.469866380171793,3.469866380171793,3.232872831798993,4.869085614603209,4.869085614603209,5.336527594760237,5.367698637839746,5.367698637839746,4.75514804361196,7.231022416310517,7.231022416310517,7.365535358078943
RIANO,3.5847805272587707,3.686899865508892,4.248279374444951,6.043179246805591,6.391070578311163,7.287958177919098,1.1009777977375887,1.1010223121919214,2.065834482990133,1.6210160089383965,1.5775772564283503,2.650903933881171
RIETI,10.880528031523694,15.028373784408329,17.514291317024703,16.296556394853194,20.143720174605466,22.430624479581876,4.744767843023059,4.930649525316312,5.1947302299828175,5.3286198457048535,5.534454578685325,5.696090119319979
RIGNANO FLAMINIO,2.2931046541338964,2.6471335720109237,2.6677293220290563,3.621010078084923,4.354678080984039,4.45602734990102,2.266715160545678,2.435669908826297,2.435429657996227,2.488356483588714,2.6572552175139843,2.6946178965607737
RIOFREDDO,0.144,0.144,0.144,0.8,0.8,0.8,,,,,,
RIPI,3.730703415432992,3.631087718408539,3.730703415432992,5.556520043053669,5.351832570587141,5.556520043053669,1.8542967231374872,1.7124596811261743,1.8542967231374872,2.126484638657317,1.9606015233426024,2.126484638657317
RIVODUTRI,2.427074533640672,3.0040021257592704,7.685334402942938,4.255705564755487,5.128737153548005,12.884456736871089,1.8911976687332879,1.7815745969350942,1.7702342468975365,3.120090711723413,3.137361968829353,2.1816582491420107
ROCCA CANTERANO,10.988748182900792,4.0607481829007925,12.935748182900792,18.507587650298348,7.457755780231092,19.47442244689776,1.1568266940211913,1.1568266940211915,1.1568266940211924,1.272792206135786,1.2492219800962339,1.2492219800962332
ROCCA D'ARCE,3.8294546691574705,3.8294546691574705,3.804905263163432,6.363571123025981,6.363571123025981,6.7524703831319,2.0606260699117636,2.0606260699117636,0.8078374217625723,3.154436910483743,3.154436910483743,1.518286680585865
ROCCA DI CAVE,5.450400571932551,5.316985982798687,4.574400571932552,11.524068621977754,11.445213585231393,8.846013839826371,3.99373910014162,3.994446206922807,3.993739100141621,7.719249027953144,7.825315045131127,7.624968123794937
ROCCA DI PAPA,5.493787237980596,5.475453904647263,4.29119805384555,10.325615609934086,10.325409085023384,8.369308974684982,5.821897656612839,5.821897656612839,6.084243940978481,6.466986437301912,6.51814024575833,7.791500295312311
ROCCA MASSIMA,4.099960992626319,6.309816415204148,7.729036241330223,7.057460622626288,10.26299791933899,13.684116922287581,3.9661741430922235,3.69612107485672,0.8790758404900759,6.303533694447665,5.389573266966505,1.2619429464123977
ROCCA PRIORA,5.449435629906442,4.373042485017142,3.8657769100525634,9.304380770560348,6.805510869804394,6.628061765083861,1.8102106921571315,1.130388244513067,2.5012385598605613,2.3100976009523766,1.8741850080620235,2.492228662001886
ROCCA SANTO STEFANO,0.046,0.944,0.092,0.23333333333333334,2.5,0.6333333333333333,,,,,,
ROCCA SINIBALDA,5.8555528277726525,5.606987793941197,5.606987793941197,8.554300283203021,8.289010635425296,8.289010635425296,5.760803928685814,5.932484567435229,5.932484567435229,8.037524428690649,8.367025540902597,8.367025540902597
ROCCAGIOVINE,4.022,4.099,7.1579999999999995,8.183333333333334,7.766666666666667,11.333333333333334,,,,,,
ROCCAGORGA,3.186116658155193,3.282343520616011,2.6996162858493213,6.266778531120342,6.14163568780957,6.227739295237766,1.4649810010144615,0.8163634811365177,2.4304709420192623,1.672019182948613,0.5027931243821121,3.433589526579588
ROCCANTICA,0.646645829013297,5.370620622994673,5.370620622994673,1.2251836686045767,8.249036334864682,8.249036334864682,2.2443569234861016,0.526794551983978,0.526794551983978,3.5944594710316164,1.2138666410369068,1.2138666410369068
ROCCASECCA,7.719450234998925,3.0681095625568227,3.268425218741522,13.317877538710418,5.5596022300024455,5.717822707002797,0.9517784668713634,1.0612988504657868,2.3135462678177268,1.7047930796564261,1.8785583518968687,3.6819881907791387
ROCCASECCA DEI VOLSCI,1.6712599915793487,2.3777469133590463,2.3777469133590463,2.7554191916114448,4.61990092003299,4.61990092003299,3.7603798566988766,3.6615503546994956,3.6615503546994956,7.8355788743586965,7.3245528241711835,7.3245528241711835
ROIATE,6.758,0.727,6.758,13.366666666666667,1.9666666666666663,13.366666666666667,,,,,,
RONCIGLIONE,1.9430024500022602,1.9430024500022602,1.9653606640614938,4.131989870076116,4.131989870076116,4.308687369097739,3.085631264425482,3.085631264425482,3.266274590416427,3.8584575213995094,3.8584575213995094,4.157165834769859
ROVIANO,0.344,0.344,0.344,1.3166666666666669,1.3166666666666669,1.3166666666666669,,,,,,
SABAUDIA,10.132520206248083,11.037725222442306,9.806525793897306,10.84228543708221,11.829749012443033,10.93408747434545,2.4551888149593806,2.604497095227334,3.605742059853672,3.1457370567224188,3.4206572831566917,3.3999362559563595
SACROFANO,3.8291345613125745,3.782134561312574,3.6982238793745412,6.311964679446491,6.167196951005897,5.885529792321626,1.6032404742214494,1.6032404742214494,1.6031661684418006,2.0600848271247223,2.039243769517306,2.0538593875527082
SALISANO,2.1588224601454598,2.1588224601454598,10.647345042920277,3.507622119907591,3.507622119907591,15.970851291313304,3.12541197284454,3.12541197284454,3.365828278447966,4.8201112250883,4.8201112250883,5.161879502661794
SAMBUCI,0.376,8.566,8.35,1.2833333333333334,12.0,12.2,,,,,,
SAN BIAGIO SARACINISCO,11.494104758702647,0.45756497525059747,12.410104758702648,19.201261980424004,0.9418445309990479,19.10770214391327,1.4573470760254743,1.1165216074935587,1.4573470760254743,2.3688077169749326,1.9681138743025572,1.8502627441048023
SAN CESAREO,4.422283845513947,4.422283845513947,4.422283845513947,7.788587363820183,7.788587363820183,7.788587363820183,2.3184334574079477,2.3184334574079477,2.3184334574079477,3.4742983475712776,3.4742983475712776,3.4742983475712776
SAN DONATO VAL DI COMINO,1.223099513044102,1.1960995130441021,0.7426303568179138,2.6608976281684287,2.573487085756706,1.4762817336705316,1.306840592166211,1.306840592166211,1.316471166920618,2.271991294975499,2.2998993536755115,1.9151684966003306
SAN FELICE CIRCEO,3.392561546197007,4.167434041617597,6.141230655266618,4.831922162102643,6.295671065802067,9.476991700960552,1.9684921492519765,1.5903186403289686,2.2328258926003763,3.98622163996973,2.9115042496765784,2.3703492475910712
SAN GIORGIO A LIRI,2.115588246576433,2.2291853692133596,2.115588246576433,3.8298834662685355,4.1650809432636615,3.8298834662685355,1.136411057192375,1.1698617089988963,1.136411057192375,1.7304667438339152,1.816823735217174,1.7304667438339152
SAN GIOVANNI INCARICO,1.2920682171298936,1.2920682171298936,1.2920682171298936,2.2726837623179157,2.2726837623179157,2.2726837623179157,0.9953605879278122,0.9953605879278122,0.9953605879278122,1.4915316512453454,1.4915316512453454,1.4915316512453454
SAN GREGORIO DA SASSOLA,9.66,0.23100000000000004,0.23100000000000004,18.966666666666665,0.4833333333333334,0.4833333333333334,,,,,,
SAN LORENZO NUOVO,0.179,0.179,0.156,0.6333333333333333,0.6333333333333333,0.5833333333333334,,,,,,
SAN POLO DEI CAVALIERI,3.728801199390648,3.728801199390648,3.728801199390648,6.504276095673316,6.504276095673316,6.504276095673316,4.252196491226623,4.252196491226623,4.252196491226623,6.454520379806181,6.454520379806181,6.454520379806181
SAN VITO ROMANO,0.6169999999999999,0.622,0.622,1.6,1.6,1.6,,,,,,
SAN VITTORE DEL LAZIO,3.0847569168930473,2.214885565701025,2.267169781930649,4.212342035742767,4.210430365682809,5.091149647813054,0.5150291947342126,1.3257899756461464,1.215633853866643,0.8930859495185852,1.6895287139117452,1.5804610538881183
SANT'AMBROGIO SUL GARIGLIANO,1.3015245153349284,1.3015245153349284,3.6296023901662005,2.3166635779827702,2.3166635779827702,4.840185727048818,0.828421943617301,0.828421943617301,1.2832413062242034,0.9460443964212251,0.9460443964212251,1.6200708717922283
SANT'ANDREA DEL GARIGLIANO,2.0612543333250386,1.8724053281327693,1.8724053281327693,3.8310264826894183,3.5924873924231715,3.5924873924231715,1.2508904694923,1.3569203366447125,1.3569203366447125,1.6895238207082908,1.5672250777869925,1.5672250777869925
SANT'ANGELO ROMANO,3.007688456717952,3.007688456717952,3.2364036537774816,5.40495504512453,5.40495504512453,5.2870653053315655,2.5548296029285398,2.5548296029285398,2.7023078100024063,3.386536524183614,3.386536524183614,3.1879228114638933
SANT'APOLLINARE,2.3028276824706246,2.3028276824706246,2.382361606139969,3.5407030186007264,3.5407030186007264,3.6552754690128166,1.5041246845480154,1.5041246845480154,1.354825302391419,2.07534245277648,2.07534245277648,1.7354287547931675
SANT'ELIA FIUMERAPIDO,4.277865218626151,4.335068458883446,3.400617248903326,7.338103448353421,7.460568986954453,6.384311433382068,2.6541759984346673,3.603811488086838,3.2351317541433557,4.962962227750083,6.480028435008486,6.2319494898823145
SANT'ORESTE,0.9406144831578154,2.847180609264566,1.623398687791504,1.8291952061745032,5.599226234998909,3.79272973796421,1.9014101346106262,1.8971674939235073,1.995455336508437,2.4041630560342617,1.9209734222234542,1.8031222920256964
SANTA MARINELLA,4.45805811560115,4.400003401644725,4.3243626243722675,7.676284216173567,7.479122540548203,7.284943519117507,3.141034659880069,3.1381133663397183,3.5029692761998357,2.8260636586016843,2.8256510472593592,3.750833240761311
SANTI COSMA E DAMIANO,3.4416680633279335,3.3414153585802153,2.9717735158854794,5.902234200251424,5.732628490787042,5.7201081920414225,0.7090742518711747,0.7632907375305952,2.4715536341877486,1.2553147753393106,1.2485352529175047,3.8384555150139152
SANTOPADRE,1.6274900095603264,1.3642698245290175,1.5386809536816333,3.211045340504412,2.314181565730942,2.8721018596852645,1.4328015680244537,1.3386661271579259,1.4332160804754228,2.3833527582735985,2.061036237034752,2.3420669883198855
SARACINESCO,8.694445696015457,8.694445696015457,11.064445696015456,14.47023421263089,14.47023421263089,18.027716836056054,0.20930360723121763,0.20930360723121763,0.20930360723121888,0.24748737341529012,0.24748737341529012,0.27105759945484287
SCANDRIGLIA,3.366764738774861,4.7534059489019675,4.662405948901967,5.314348822007248,7.267464119041454,7.071573537203441,1.5105767772609242,3.236964828353871,3.23696482835387,1.9112968256018101,4.485879078966698,4.550421225923302
SEGNI,5.632225008044818,5.463052338158816,5.153203408221641,9.240106711900811,8.76370064465931,8.859166637769809,1.1621333625625554,0.8391860568999211,2.6572244828732394,1.8204961821455028,1.6143146857914368,3.743571208996216
SELCI,1.4764684902837617,1.8281635696125762,4.121594618091611,3.7466441577601017,3.64121569126728,7.019614177035705,0.4252109280502246,0.3316509208992693,0.9787366005894197,1.1898879499067696,0.3404789654676569,1.7242013717574785
SERMONETA,4.7411342341671965,4.345290337106428,4.5859171904384555,7.319586911730063,6.793963647231637,6.335092149154631,1.615334462632922,1.6225761201608921,2.5204970676111205,1.9769782709941717,2.139462808434506,3.5588886971826432
SERRONE,3.3489356133685932,2.1527182343022004,3.3489356133685932,6.607579213594085,3.8095388689590695,6.607579213594085,1.9925476907717916,1.2388642244679868,1.9925476907717916,3.141932644208138,2.2048599518807097,3.141932644208138
SETTEFRATI,3.349378277055488,1.760374823903441,6.206376001576675,5.7297457261753895,3.1807709671999898,9.517352964666957,3.210971893368113,3.1664241661533596,0.4419417382415922,5.468292441175968,5.456507328156192,1.3081475451951126
SEZZE,9.248848786910306,9.1333383525555,7.7915096754862665,13.18671004357279,12.854499497530782,11.432405788977677,2.748233607511984,2.607781699963911,2.2146678736607432,2.9658390181283525,2.6077875449563814,2.236326507914263
SGURGOLA,1.6609183883076275,2.374927746547882,1.6445196330155665,3.841712765972855,4.628084117696911,4.061919964061766,1.1069241166403416,1.5783659271537764,0.8610894262502587,2.0586088434596723,2.0796856956262872,1.0713439119992134
SONNINO,5.882975289259777,5.882975289259777,7.023034741929499,9.163667230404227,9.163667230404227,14.440262737297457,2.510072959385426,2.510072959385426,2.626132523200565,3.1265822791613873,3.1265822791613873,5.315968121244303
SORA,5.45399418387125,5.438916464002017,8.668919754185831,9.328375766836444,9.270875310059216,13.543330177583467,1.6951903236313421,1.738805343795306,2.2782536185897486,2.1635584008072675,2.3153873782630314,3.0012679647831297
SORIANO NEL CIMINO,4.271956983750127,3.6748524289949906,3.6289927315374153,6.263207985565171,6.024103521723311,5.706598659312971,3.8842839912910594,3.290329573158288,3.5719640535705284,4.221429293234435,3.8562107192308765,4.872442349011884
SPERLONGA,2.368827152491825,2.3378271524918244,1.1668539630647565,4.887434696938211,4.487074280601371,3.075519273193201,1.1265808152695187,1.1265808152695185,1.314405188669004,1.575183704748023,1.5847654342146287,3.18792571594295
SPIGNO SATURNIA,13.29047971666974,3.7981114429025036,3.7981114429025036,21.563388789474452,6.536916671272156,6.536916671272156,2.6231134626804153,1.9443331700586903,1.9443331700586903,3.4160955775137487,3.242722825458772,3.242722825458772
STIMIGLIANO,1.2211246008405987,8.871377260516477,1.548847269259427,17.474140630740997,28.507279887497653,17.769770606534678,0.7725138078593375,0.9357657737560896,2.040975420397479,9.647111446399862,14.009054611611415,15.315732651971524
STRANGOLAGALLI,2.344625858357946,1.849161855112486,1.8900066278519332,3.722637897571422,3.261594402529033,3.360788451388252,1.307306627248198,0.9153997519566809,0.9253910125691683,1.8432609006873943,1.2676441733315995,1.3117095261148743
SUBIACO,3.4513011606027106,6.351476521631246,3.888916208167106,6.055735195468077,10.531226251330528,6.818123989996739,3.5820402197785426,3.8100553179613974,3.9168273215278044,5.1411032016124345,5.282862268208017,5.5603038042054616
SUPINO,2.5441502808734056,2.5441502808734056,2.23107765640863,5.585707564764669,5.585707564764669,4.632744848691674,0.8738666469586001,0.8738666469586001,0.6639329785452746,0.9573787516307609,0.9573787516307609,1.3631390787986926
SUTRI,1.7464943089521876,1.9451957590151052,1.9174290795860747,3.3714058883835882,3.8198814385816444,3.8463273072917175,2.5883222107509467,2.5884325501481906,2.3854410633395804,3.231127540841615,3.2301989389486816,2.847942727264327
TARANO,2.446644975944199,2.5511567390444214,4.379389373625612,3.894526856264023,4.371454642944965,6.933836991165973,1.813245653517471,1.7552835098638626,1.779137656281829,2.3836654780214257,2.791813428978058,2.7366849370076283
TARQUINIA,3.17722672237477,3.0706443534340915,3.4378011368450356,5.28984943388504,5.5377337230948065,6.322056218411151,3.3280314852276667,3.5543801710002825,3.5546590084938767,3.8854488753505643,4.367747957726295,4.363986666985777
TERELLE,10.964,0.176,11.452,19.45,0.4666666666666667,19.516666666666666,,,,,,
TERRACINA,7.600628894455827,8.548499174390157,9.2400273048213,11.304781197176482,12.132535600911666,12.669310574773242,2.9184957358482024,2.330749920106802,1.7224285135899282,2.863034470566677,2.4624180519606305,2.1514625340343567
TESSENNANO,5.343,5.284,5.343,8.45,8.833333333333334,8.45,,,,,,
TOFFIA,0.6548186600513494,0.4886560880925565,12.8293155203759,1.67438579381893,2.0107751350804404,18.070856593698352,1.1554124804588186,1.1462200923033938,1.4566399692442884,1.3788582233137674,0.7542472332656507,3.170195402319684
TOLFA,11.998285700452081,11.998285700452081,12.399762093566313,15.337493866423799,15.337493866423799,16.58547614245163,17.615444132919272,17.615444132919272,18.806919059218604,21.401765243912838,21.401765243912838,24.64267132435118
TORRE CAJETANI,2.738787349999322,2.444583532040717,3.135675809553065,5.724798602177423,4.997683049142416,5.304073918160403,1.7189888597661127,1.7190540421987903,1.2219753270831617,2.7260319147067964,2.693675720811413,2.028840665119971
TORRI IN SABINA,4.713690909920362,6.745024716291325,6.716220891490998,6.853528710892411,10.618361240720978,10.579711484311716,3.9812186953243347,1.0643512108322142,0.9826442387761706,5.0507782678624,2.0140961579163332,1.856804303695525
TORRICE,3.7305416167473604,3.7305416167473604,3.1745929377165525,6.009635707791673,6.009635707791673,5.65989707675206,1.2141941144722483,1.2141941144722483,1.0315673303972248,1.5647586320962017,1.5647586320962017,1.3054120150743707
TORRICELLA IN SABINA,3.3524058205628187,3.0364843434947866,2.9431849248700797,5.849260740013179,5.03339925087283,4.916421015832321,2.7650436285630544,2.756532811859337,2.731252587445652,4.30210358291095,4.215306575304995,4.089220731444585
TORRITA TIBERINA,0.8825307977710289,5.755150807634082,0.7171508076340825,2.7526531871601354,9.125653022775909,1.53031870313722,0.6597306268470489,0.6590235200658626,0.6590235200658622,0.966379267621615,0.9781643806413904,1.0488750587600455
TREVI NEL LAZIO,1.4883828620496662,1.4883828620496662,1.4883828620496662,2.9222917242437467,2.9222917242437467,2.9222917242437467,4.846509878252596,4.846509878252596,4.846509878252596,7.1182082639445765,7.1182082639445765,7.1182082639445765
TREVIGNANO ROMANO,3.071923020667955,3.5331784423001067,2.95853434343088,5.301622598139361,7.383601382701343,5.57269462398118,2.68006287239684,2.798105152499535,2.266717401392987,3.7127875870653657,4.25560088458597,2.9996193174105805
TRIVIGLIANO,2.4532940398732404,1.6886756027348702,1.6886756027348702,4.466591713552664,3.496088110327643,3.496088110327643,1.8598076961521226,0.8823427149734203,0.8823427149734203,3.217846645978804,1.5948412204725955,1.5948412204725955
TURANIA,28.623000000000005,12.722,28.112,37.66666666666666,19.83333333333333,38.61666666666667,,,,,,
TUSCANIA,0.281,0.281,0.281,0.9,0.9,0.9,,,,,,
VACONE,7.220000000000001,7.713000000000001,9.44,10.416666666666666,14.733333333333333,14.083333333333334,,,,,,
VALENTANO,0.9329999999999999,1.013,1.013,2.15,2.1166666666666667,2.1166666666666667,,,,,,
VALLECORSA,0.294,0.294,0.294,1.1,1.1,1.1,,,,,,
VALLEMAIO,2.194939990472547,2.1730603907318664,2.1730603907318664,4.094323930650875,3.966894094835658,3.966894094835658,1.2145110401584116,1.206190642753734,1.206190642753734,1.7032648388054958,1.6428182650104215,1.6428182650104215
VALLEPIETRA,14.686000000000002,14.686000000000002,14.686000000000002,22.716666666666665,22.716666666666665,22.716666666666665,,,,,,
VALLERANO,0.238,0.872,0.872,1.9,3.1,3.1,,,,,,
VALLEROTONDA,6.183349894140184,6.183349894140184,6.183349894140184,10.634914937041758,10.634914937041758,10.634914937041758,4.4574611587923965,4.4574611587923965,4.4574611587923965,5.877526474659,5.877526474659,5.877526474659
VALLINFREDA,20.68813915071182,5.07434960430113,15.544662941737306,30.556775247692226,7.966783453375088,25.317783248233017,0.14637110370561585,0.5062884553295688,0.5069955621107537,0.43604918173170465,0.9781643806413898,0.9428090415820625
VALMONTONE,4.595155144630072,4.367497055180928,4.546293705280859,9.2156494902371,8.924691661267275,9.191872094943283,1.9226305496781109,1.626340569499513,2.282728630389517,3.7114408536142047,3.0193869870849244,3.9862480619137477
VARCO SABINO,16.12323277612097,18.160426769159724,17.82461439401495,27.685170095150053,30.892467123989423,30.068855897796933,2.061557986895672,3.1316591449262163,3.132181720994701,3.332458218459425,5.663757423137769,5.664076205283547
VASANELLO,0.884,0.216,0.484,2.25,0.5333333333333333,1.6333333333333333,,,,,,
VEJANO,0.049,0.339,0.041,0.15,1.1,0.3166666666666666,,,,,,
VENTOTENE,0.271,0.271,0.271,1.05,1.05,1.05,,,,,,
VEROLI,6.448196428352569,6.532575890929312,6.03648754342033,9.647067109680608,9.744689012503654,9.77280996333472,1.5559053796719198,1.3762071764989718,2.013243335536749,2.141490193525462,1.9660498503802941,2.6848174364694013
VETRALLA,4.212529322080972,3.5833600135536914,3.4421466582327866,6.450362188773205,5.870768081905133,5.302157894702195,3.8287041688409404,4.0896829247510125,3.8210820849597043,3.6747654403603325,4.137734551928414,3.6524991444215287
VICALVI,1.3223765829331784,1.3223765829331784,5.489742306973923,2.265739765222832,2.265739765222832,8.584914185770602,1.1504627329905128,1.1504627329905128,0.7891311678041875,1.0488750587600455,1.0488750587600455,0.5421151989096845
VICO NEL LAZIO,2.6219121875893325,2.460950291733946,2.6035799019785664,4.843798366245663,4.401323056801826,4.837326642346214,1.729870074945074,1.6982690907986002,1.7114277526033497,2.7972184785838983,2.396610812427288,2.5215998113232816
VICOVARO,3.471719611266688,3.4862730059061424,3.6907196112666885,5.1088432431162145,5.169708702251565,5.8090933546423305,2.029608398189168,1.6518311808414323,2.029608398189168,2.536438155863162,2.230901453739339,2.575503366837751
VIGNANELLO,1.1400734213751897,1.1400734213751897,0.9861773311206787,2.6296270883444244,2.6296270883444244,1.8528787664490016,1.4697132373357735,1.4697132373357735,2.192802544690242,1.9157969041048633,1.9157969041048633,2.433637728297413
VILLA LATINA,1.776918620886209,1.754719305832812,1.9026942236188942,3.1628414278620496,3.1486601048983607,3.430160525703249,1.440589231298545,1.4584639179630055,1.7649261552068782,2.2820556035683657,2.358985971729127,2.7834830299065554
VILLA SAN GIOVANNI IN TUSCIA,0.187,0.187,6.098000000000001,0.8166666666666667,0.8166666666666667,7.533333333333333,,,,,,
VILLA SANTA LUCIA,3.738769425004838,3.743788668909702,2.7618157507257095,5.925636860216647,5.891203393064208,4.7934850309780055,0.4935210163607458,0.4946925327140857,1.3333401329954822,0.7387258029646805,0.7437195491623626,2.088366569540637
VILLA SANTO STEFANO,2.1238264495083943,2.0984404913163033,2.0984404913163033,4.283417494994162,4.3371419141197505,4.3371419141197505,1.0892484539554987,1.0427265274802935,1.0427265274802935,1.84689011216687,1.8626341197877618,1.8626341197877618
VITICUSO,0.351,0.415,12.985,1.7333333333333334,1.5166666666666666,21.95,,,,,,
VITORCHIANO,3.3788009008851008,1.9234996196031326,1.8764996196031327,5.784419908654768,4.047228809926407,3.9886258863572963,1.4835568745417211,1.0212376478241163,1.021237647824116,2.4934915279583367,1.0716463623443724,1.139728687662762
VIVARO ROMANO,22.979,7.999,16.672,33.666666666666664,12.416666666666666,25.58333333333333,,,,,,
ZAGAROLO,8.585634193868934,8.47755106588765,7.576039204234626,11.450117190381064,11.439164111781643,10.495885890473254,3.4396621775740317,2.9155874638328476,2.6907522337319234,4.235933284063506,3.791154150682704,3.543483194280475
