Comune,Popolazione_totale_driving,mean_km_driving,mean_min_driving,St.Dv_km_driving,St.Dv_min_driving,Popolazione_totale_transit,mean_km_transit,mean_min_transit,St.Dv_km_transit,St.Dv_min_transit,Hospital_diff_km,Hospital_diff_min
AFFILE,1325.0,12.485212075471695,18.966289308176098,1.7663527394039964,3.358757210636098,1345.0,9.244046096654271,22.322354399008677,2.8694872945063428,20.739182811858903,-3.241165978817424,3.3560650908325798
AGOSTA,1588.0,9.55075,12.41013853904282,1.1738038947513052,1.3932376362670909,1588.0,8.970139168765742,31.54021830394626,1.222472085570873,5.5088039805656805,-0.5806108312342584,19.130079764903442
ALBANO LAZIALE,38363.0,3.653844837473608,8.573358878780772,1.7389010884854013,2.7754093077232462,38363.0,7.565007507233533,37.466930810068725,4.713613178489361,19.28183604817988,3.911162669759925,28.89357193128795
ALLUMIERE,3642.0,14.286589785831964,19.075027457440967,1.1370277041479713,2.250956586777176,3642.0,14.32463261943987,30.743272926963208,1.3604734470029158,0.659966329107442,0.03804283360790528,11.66824546952224
ANGUILLARA SABAZIA,17530.0,11.491441642897888,14.712799961969957,2.480935926767814,3.7386515151208144,17530.0,22.45670998288648,62.47678741205552,5.9481675161346965,38.20420305821248,10.965268339988592,47.763987450085565
ANTICOLI CORRADO,794.0,21.371,25.6,,,794.0,19.666,63.3,,,-1.7049999999999983,37.699999999999996
ARCINAZZO ROMANO,1179.0,12.190932994062765,17.846536612948825,4.152131019127407,3.02877404608238,1179.0,13.598461407972858,30.60722363584959,5.166829250130104,1.225651754056688,1.407528413910093,12.760687022900765
ARICCIA,17837.0,2.811726355328811,5.151800564369943,0.2234457428549489,0.5539003119294621,17854.0,1.9496003136552031,33.26218774504313,0.0748687740872877,9.836967313452144,-0.8621260416736078,28.110387180673186
ARSOLI,1260.0,18.295,20.866666666666667,,,1260.0,20.811,43.95,,,2.5159999999999982,23.083333333333336
ARTENA,12903.0,9.691027900488256,12.507139166602082,3.295947784780578,4.116339393198767,12905.0,10.494915691592404,23.83474363941625,5.961313292108263,17.85265230839509,0.8038877911041471,11.327604472814167
BELLEGRA,2058.0,15.621529640427598,24.57452218982831,1.305509734420493,1.0785363882320989,2058.0,51.43919096209913,141.18043407839326,17.876854775565715,31.004063353767748,35.81766132167154,116.60591188856495
BRACCIANO,16521.0,1.7044520912777674,3.704095797268124,3.019898653560708,3.153896766670529,16521.0,2.384091519883784,14.11366442709279,3.155361238344105,13.071130308082166,0.6796394286060168,10.409568629824665
CAMERATA NUOVA,382.0,32.725,36.93333333333333,,,397.0,40.976984886649866,129.48904282115868,0.5055813485483789,0.7306770072260977,8.251984886649865,92.55570948782534
CAMPAGNANO DI ROMA,8623.0,27.658114229386527,33.16489814063164,2.515281478615598,2.1654269957849133,8623.0,65.21514067030037,146.1520410529978,23.17890122503653,25.28830931404792,37.557026440913845,112.98714291236615
CANALE MONTERANO,3134.0,9.284331206126357,12.53396085939162,0.7917004378761792,1.4867547931030218,3134.0,11.122867262284618,69.35411614550095,1.4542924969436744,5.178058677406684,1.8385360561582615,56.82015528610933
CANTERANO,317.0,11.011,16.616666666666667,,,329.0,9.999015197568388,67.71261398176291,0.4843681451127841,6.54073772597557,-1.011984802431611,51.09594731509625
CAPENA,9992.0,57.30727101681345,53.51765078729651,1.6449511499477076,2.14087209644419,9992.0,62.12054657293498,146.329849516696,4.12465731909937,22.89776230373873,4.813275556121525,92.81219872939948
CAPRANICA PRENESTINA,272.0,18.35108455882353,31.62549019607843,2.4376646611049693,2.6169497369888326,272.0,37.153246323529416,176.075306372549,5.317794310927543,9.184321382620457,18.802161764705886,144.44981617647056
CARPINETO ROMANO,3866.0,19.196,22.7,,,3866.0,19.285,31.216666666666665,,,0.08899999999999864,8.516666666666666
CASAPE,622.0,6.71,10.466666666666669,,,622.0,7.212,25.616666666666667,,,0.5019999999999998,15.149999999999999
CASTEL GANDOLFO,8424.0,3.41791690408357,6.794349477682811,1.006719590220302,1.829617446353199,8424.0,3.5217535612535618,13.404969927192148,1.6586567858762504,5.934511431105844,0.10383665716999158,6.610620449509337
CASTEL MADAMA,6135.0,7.425686226568868,10.62037489812551,2.9493872866523763,3.1683752700480183,6135.0,11.105153545232271,47.00120619396903,3.3163438100816185,12.944212205832752,3.679467318663403,36.38083129584352
CASTEL SAN PIETRO ROMANO,753.0,4.7751792828685256,9.407060646303671,1.7858716825871526,3.0597862125754247,754.0,5.420196286472148,23.70192307692308,2.484722781317868,4.291098667914521,0.6450170036036225,14.294862430619409
CASTELNUOVO DI PORTO,7705.0,55.858133939000645,51.60718148388493,3.417432146537876,2.39987323298368,7705.0,59.45709279688514,137.78948734587928,2.2774657490498624,24.457130726768494,3.5989588578844973,86.18230586199435
CAVE,10073.0,6.644809589993051,11.51601806810285,1.6524822490221591,2.3306085280696784,10073.0,7.038470961977564,28.16468943379993,7.764146803308999,18.143167140521225,0.39366137198451234,16.648671365697076
CERRETO LAZIALE,1069.0,18.297047708138447,30.55322731524789,1.6312953441973643,1.4142135623730951,1069.0,65.44858559401308,170.87394761459308,2.164453857212027,3.74766594028871,47.15153788587463,140.3207202993452
CERVARA DI ROMA,347.0,14.271190201729109,22.751536983669546,5.849840532014526,10.421847600469285,387.0,12.932993442622948,45.31584699453551,4.340616853244094,31.834997193282376,-1.338196759106161,22.564310010865967
CERVETERI,31366.0,18.99757482624497,20.056456035197343,3.333783761496995,3.890270796659922,31451.0,25.21287311034022,64.2673079575231,26.093564054861208,76.33137186845558,6.2152982840952475,44.21085192232576
CIAMPINO,37832.0,7.883578082046944,14.42440262211884,1.013829984807728,1.6492101685031468,37832.0,8.549304266229646,30.843470695002463,1.762984941728631,13.688690635804116,0.6657261841827014,16.419068072883622
CICILIANO,1113.0,14.434748427672956,17.60817610062893,0.7905453813665604,0.3535533905932738,1113.0,14.6744213836478,37.17935010482181,0.7389265863399421,10.830518865173955,0.23967295597484473,19.571174004192876
CINETO ROMANO,566.0,23.20556007067137,24.717815076560655,0.6059905114768732,1.87383297014435,566.0,23.858432862190813,80.4603062426384,3.1727881271840377,2.168460795638743,0.6528727915194423,55.74249116607774
CIVITELLA SAN PAOLO,1472.0,71.37797554347826,67.78976449275362,1.9466649686065656,3.2291209674185644,1485.0,70.88296094276095,152.24341189674522,2.762340372461974,5.078941636615662,-0.49501460071731174,84.4536474039916
COLLEFERRO,20520.0,0.5572585282651072,1.4287589343729696,1.676475071889429,2.370868726546984,20520.0,0.4612329434697855,4.028759746588694,1.954004328722602,4.824330696238253,-0.09602558479532175,2.6000008122157245
COLONNA,3915.0,4.646087867177521,9.98123031077054,0.3391169906290945,0.6892696080581185,3915.0,16.191343550446998,66.42226905065986,12.751270799414463,27.70931618975293,11.545255683269477,56.44103873988932
FIANO ROMANO,13944.0,61.996,54.78333333333333,,,13944.0,62.683,139.58333333333334,,,0.6869999999999976,84.80000000000001
FILACCIANO,370.0,75.887,69.46666666666667,,,370.0,109.889,208.08333333333337,,,34.001999999999995,138.6166666666667
FONTE NUOVA,31026.0,3.528188390382261,6.796479296933756,2.9128948659366345,4.102902089442979,31026.0,5.88686540321021,26.06821483057221,5.939980218822281,21.08358893125699,2.3586770128279495,19.271735533638452
FORMELLO,12094.0,27.66326972052257,31.52849898021057,1.8853952219248735,1.9430516553735109,12094.0,45.76676029436084,113.2921379747533,11.056041091595471,23.65973266407399,18.103490573838272,81.76363899454273
FRASCATI,22080.0,2.566,6.583333333333333,,,22080.0,2.332,38.88333333333333,,,-0.23399999999999999,32.3
GALLICANO NEL LAZIO,5638.0,10.215112451223838,14.681870048480548,1.4558201296863569,2.544324657539395,5649.0,14.794102141972033,39.319463621879976,2.042566963406586,5.188186366908749,4.578989690748195,24.63759357339943
GAVIGNANO,1192.0,6.835885906040268,9.748769574944072,0.9424155892477282,1.2587471725666135,1192.0,7.635020134228189,17.844071588366887,2.522787215231069,8.872939063188005,0.7991342281879215,8.095302013422815
GENAZZANO,4478.0,10.201902188477,15.005415364001786,1.189505065142641,1.2502555294374382,4500.0,10.887025111111113,24.30674814814815,3.210082150150411,12.324481218355086,0.6851229226341129,9.301332784146362
GENZANO DI ROMA,21190.0,1.531950495516753,4.670602485449112,3.3074749081220776,3.816034986196145,21190.0,2.4667787635677203,15.180515966650937,6.722688119611933,23.7319768706797,0.9348282680509672,10.509913481201824
GERANO,957.0,21.005244514106582,29.97685475444096,0.3945655839020934,1.4024284493533226,957.0,72.69013793103447,187.5586206896552,0.1011162697096767,3.5001785668734224,51.68489341692789,157.58176593521426
GORGA,561.0,17.401,22.62575757575757,4.814690073099201,7.353910524340093,573.0,20.549282722513087,40.09834205933683,3.6170599939730055,5.658916268450465,3.1482827225130876,17.472584483579258
GROTTAFERRATA,19997.0,1.5770792618892833,4.445311796769516,1.0529092265175164,2.2527056043084146,20012.0,1.7340159404357385,22.50547171696981,9.074815963851703,16.22503233841819,0.1569366785464552,18.060159920200295
JENNE,305.0,12.723,21.85,,,317.0,13.616056782334384,35.068506834910615,0.1110157646462892,1.590990257669727,0.8930567823343836,13.218506834910613
LABICO,6129.0,7.359925436449667,10.466799912982,0.9701505037879432,2.533799299251796,6129.0,17.640245880241473,67.67475390221352,1.0493464632808378,24.06520078638216,10.280320443791805,57.20795398923153
LANUVIO,9621.0,7.0628063610851255,11.984807539063851,2.019325094997265,2.566928519419565,9621.0,20.1839051034196,68.23053736617815,6.4956448802805005,15.963280657968747,13.121098742334475,56.2457298271143
LARIANO,13106.0,6.179,9.383333333333333,,,13106.0,6.556,23.6,,,0.3769999999999998,14.216666666666669
LICENZA,809.0,21.79292336217553,24.019344870210134,3.5899811280841005,5.86898628384835,809.0,24.496334981458592,58.33518747424805,5.169657677254846,23.86485386504596,2.703411619283063,34.31584260403792
MAGLIANO ROMANO,1321.0,37.468,45.766666666666666,,,1321.0,72.847,159.03333333333333,,,35.37899999999999,113.26666666666667
MANDELA,839.0,17.6099547079857,17.35065554231228,0.0098994949366112,0.3771236166328265,839.0,18.38005601907032,49.85168851807708,1.1363205973667814,0.6717514421272172,0.7701013110846198,32.5010329757648
MANZIANA,7105.0,6.773304714989444,9.30934787708187,1.5466400141381746,2.2571901575648003,7105.0,7.483872343420127,31.321480178278208,2.4525147638019766,18.03494806900901,0.7105676284306828,22.01213230119634
MARANO EQUO,782.0,14.006000000000002,17.783333333333335,,,782.0,13.263,46.48333333333333,,,-0.7430000000000021,28.699999999999992
MARCELLINA,6813.0,10.765866431821514,15.949838543960077,3.312011825663268,4.900604649012807,6813.0,11.56982812270659,27.534035422476634,3.229267564015097,11.289609283663353,0.8039616908850746,11.584196878516558
MAZZANO ROMANO,2452.0,31.0,36.21666666666667,,,2452.0,41.791,109.98333333333336,,,10.790999999999997,73.7666666666667
MENTANA,21103.0,15.32633843529356,22.09909333586062,2.600697656399144,3.1592588793365253,21103.0,33.93232763114249,96.36988342889634,6.482865122767865,16.080403878288905,18.605989195848935,74.27079009303573
MONTE COMPATRI,10388.0,3.256823353869849,5.58543030419715,3.892927896334661,4.961105455447136,10388.0,12.82979168271082,46.90232800667437,14.240019810539078,38.16387897278208,9.572968328840972,41.31689770247722
MONTE PORZIO CATONE,8307.0,4.215820512820512,8.707957144576863,1.3552876816381088,2.3689367047498573,8307.0,4.453200192608644,20.70295132619076,1.3414152228150689,13.043268804678954,0.23737967978813224,11.994994181613897
MONTEFLAVIO,1188.0,30.319000000000003,38.63333333333333,,,1188.0,38.831,95.88333333333334,,,8.512,57.25000000000001
MONTELANICO,1735.0,11.336553314121035,12.926849183477424,0.3620386719675126,0.1532064692570854,1735.0,12.072322766570604,21.447358309317963,1.5881618305449847,8.54420693933745,0.7357694524495688,8.520509125840539
MONTELIBRETTI,4390.0,20.20229703872437,26.593462414578585,2.333923134981098,3.1652760104329323,4390.0,27.145946241457857,67.80780561883068,5.3452527723205,14.198850696838502,6.943649202733486,41.2143432042521
MONTORIO ROMANO,1871.0,30.966,39.28333333333333,,,1871.0,34.45,109.25,,,3.4840000000000018,69.96666666666667
MORICONE,2188.0,21.498,27.05,,,2188.0,37.113,79.76666666666667,,,15.614999999999998,52.71666666666667
MORLUPO,7760.0,43.221545489690726,52.42239261168385,7.24339838059457,3.126245430836671,7779.0,63.54219132917964,134.57361327448945,2.418633317024766,13.521506075256926,20.32064583948891,82.1512206628056
NAZZANO,1038.0,72.6896310211946,65.01962106615287,1.4525330747812044,1.1162105204332786,1041.0,74.30612295869355,149.81375280179316,2.707011190101242,7.396976046306337,1.6164919374989495,84.79413173564029
NEMI,1757.0,3.0946909504837787,6.391064314171884,1.1621018457949377,2.7578927140522023,1776.0,3.152814189189189,44.64071884384384,1.5990930762987707,18.74080144734715,0.05812323870541025,38.24965452967196
NEROLA,1635.0,26.724240978593265,32.476156982670744,2.3542342279390978,2.6321463569574632,1635.0,29.029434250764528,95.1377370030581,2.637791841673637,13.508313283966196,2.3051932721712625,62.66158002038736
OLEVANO ROMANO,5239.0,19.665,26.733333333333334,,,5239.0,20.22,38.63333333333333,,,0.5549999999999997,11.899999999999999
PALESTRINA,19853.0,2.620135798116153,5.119558756862943,1.876760155512334,2.244460009133763,19853.0,4.2984529290283575,28.814632549236897,4.45778464173494,30.181177777937894,1.6783171309122045,23.695073792373954
PALOMBARA SABINA,7947.0,15.899841323769971,21.644110985277468,3.796432655106884,4.189313060078456,7952.0,43.50281627263582,93.49010311871228,12.559881846578016,21.563734321699144,27.60297494886585,71.84599213343482
PERCILE,198.0,26.631,30.366666666666667,,,206.0,32.173660194174765,62.4,0.5218448045156717,4.855466564147627,5.542660194174765,32.03333333333333
PISONIANO,710.0,21.086,24.933333333333334,,,710.0,21.248,32.38333333333333,,,0.1620000000000026,7.449999999999999
POLI,1849.0,0.7737468902109248,1.4787272399495224,2.5311244536766657,3.660044525128885,1849.0,1.0074159004867496,10.521317829457365,11.598054880021907,32.21966417049159,0.23366901027582476,9.042590589507842
PONZANO ROMANO,969.0,79.549,65.26666666666667,,,969.0,106.106,201.96666666666667,,,26.556999999999988,136.7
RIANO,9520.0,50.676277731092426,53.1597006302521,2.030176764334683,2.328834949544992,9540.0,54.89490943396226,110.2025751222921,3.336370917628914,20.14748559810692,4.2186317028698355,57.042874492040006
RIGNANO FLAMINIO,8819.0,43.26090713232793,53.75007748421969,1.130022102607272,1.6834944131637146,8826.0,66.9821197598006,145.1466160586147,3.680140309339926,7.810592306767759,23.721212627472667,91.39653857439502
RIOFREDDO,698.0,22.67,27.35,,,698.0,25.957,85.11666666666666,,,3.286999999999999,57.76666666666666
ROCCA CANTERANO,180.0,15.035333333333334,21.127777777777776,1.1568266940211924,1.1902964149973576,180.0,15.881999999999998,42.25555555555555,1.0861160159025367,2.533799299251797,0.846666666666664,21.127777777777776
ROCCA DI CAVE,231.0,11.89209090909091,21.28874458874459,3.994446206922807,7.530687219636731,231.0,15.859896103896103,46.11212121212121,7.872219794949832,13.529309746702612,3.9678051948051927,24.82337662337662
ROCCA DI PAPA,17111.0,0.7688492198001285,2.9274647887323937,5.855182263032752,6.35372448370362,17115.0,0.7770150160677768,11.902169636770866,7.008760282674819,26.180919685059877,0.00816579626764824,8.974704848038472
ROCCA PRIORA,11798.0,6.297971690116969,9.27830140701814,2.2054396387115194,2.355686579165247,11798.0,15.967022376674016,48.97354495112165,5.348221854037098,21.77767927982261,9.669050686557046,39.69524354410351
ROCCA SANTO STEFANO,820.0,9.277,17.95,,,833.0,64.11057142857143,143.94835934373748,0.84145706961199,12.763277400417191,54.83357142857143,125.99835934373748
ROCCAGIOVINE,235.0,20.154,24.05,,,235.0,23.431,48.21666666666667,,,3.277000000000001,24.166666666666668
ROIATE,627.0,14.359000000000002,20.616666666666667,,,627.0,40.066,145.5,,,25.707,124.88333333333333
ROVIANO,1238.0,18.16,22.616666666666667,,,1238.0,18.029,52.65,,,-0.13100000000000023,30.03333333333333
SACROFANO,6251.0,40.45329115341546,46.611918093105096,5.056171161875535,2.10123340402294,6269.0,75.19146036050407,160.26070877864623,13.263651382632162,22.38778057010606,34.73816920708861,113.64879068554114
SAMBUCI,811.0,15.503000000000002,18.55,,,811.0,18.434,36.36666666666667,,,2.930999999999999,17.816666666666666
SAN CESAREO,13382.0,9.23659766850994,14.633711951377473,2.6456361880057724,2.846687715992211,13382.0,10.162298236437003,29.453682807751708,2.561958678015152,10.809221335184874,0.9257005679270627,14.819970856374235
SAN GREGORIO DA SASSOLA,1096.0,9.66,17.15,,,1096.0,14.446,44.43333333333333,,,4.786,27.28333333333333
SAN POLO DEI CAVALIERI,2268.0,11.430382275132276,15.613896237507348,2.4026148949287176,4.108561521722388,2268.0,11.873934303350971,31.876139035861257,2.751189984958024,6.378922177621242,0.4435520282186953,16.26224279835391
SAN VITO ROMANO,3023.0,18.456,26.28333333333334,,,3023.0,18.793,40.63333333333333,,,0.33699999999999974,14.349999999999994
SANT'ANGELO ROMANO,3031.0,11.398206862421643,16.90989772352359,0.9094788434409382,1.4804184843782813,3031.0,20.1536918508743,54.2858847465083,14.341601190243717,37.91168453226622,8.755484988452656,37.37598702298472
SANT'ORESTE,2711.0,47.27524492807082,58.88973933357925,2.1446548673387995,3.453038114794307,2729.0,72.18944155368266,193.33587394650053,5.02600580315357,35.41614901582485,24.914196625611837,134.44613461292127
SANTA MARINELLA,17791.0,2.365217469507054,3.9911462724598574,3.5096682535533184,3.757635231214467,17812.0,2.316814226364249,23.33199060558425,3.582849934695208,7.967194416398213,-0.048403243142804975,19.34084433312439
SARACINESCO,109.0,23.15516513761468,26.242813455657487,0.2085965004500302,0.2710575994548403,109.0,19.361431192660547,62.86422018348624,0.3691097397793767,1.0488750587600513,-3.793733944954134,36.621406727828756
SEGNI,7301.0,5.11790782084646,7.927690270739168,1.9142683545765813,2.0239047596639708,7301.0,5.274534310368443,18.167440533260283,2.167125647356095,11.31639665853638,0.1566264895219831,10.239750262521115
SUBIACO,6811.0,3.2463763030392023,5.93563598101111,3.932575689742736,5.948779312484366,6811.0,1.829794743796799,20.48463759604561,4.215976444167802,14.738021815597811,-1.4165815592424034,14.549001615034499
TOLFA,4645.0,23.18726049515608,25.89250089702189,9.063694721249163,8.803479425772517,4645.0,24.814933261571586,48.69940796555436,10.463059041217344,14.236416527889158,1.627672766415504,22.806907068532468
TORRITA TIBERINA,800.0,76.14079125,69.94745833333333,0.6597306268470537,0.9192388155425096,800.0,77.7122825,156.31872916666669,0.0183847763108475,11.77332790675602,1.571491249999994,86.37127083333336
TREVIGNANO ROMANO,5356.0,13.744758215085886,18.60843913368185,2.5522898052533143,2.907980451901624,5369.0,17.90502632561613,52.028544311675375,3.5821601761755124,20.99758602380665,4.160268110530245,33.42010517799353
VALLEPIETRA,239.0,27.023,41.766666666666666,,,239.0,27.707,60.53333333333333,,,0.684000000000001,18.766666666666666
VALLINFREDA,292.0,27.616301369863017,34.54189497716895,0.5062884553295662,0.9310239285622848,292.0,42.60489726027398,111.34132420091326,0.5876057351660181,2.4748737341529163,14.988595890410963,76.79942922374431
VALMONTONE,14761.0,9.159128107851773,13.178846284127092,2.928156553191787,4.696476220411308,14774.0,21.77256755110329,54.57317584946527,8.157058131867558,18.99080113575459,12.613439443251517,41.39432956533818
VICOVARO,3381.0,14.283293108547769,15.659144237405108,3.436531778794816,2.4271992700015987,3392.0,14.328113502358493,28.02830188679245,3.896525785876439,7.576082614239221,0.04482039381072411,12.36915764938734
VIVARO ROMANO,165.0,29.462,35.15,,,165.0,45.68,114.36666666666666,,,16.218,79.21666666666667
ZAGAROLO,18191.0,10.390610851519982,15.012691257581588,4.540732246382001,4.661038272507294,18210.0,11.637755409115872,52.04521233754348,4.241587006455642,31.62603350675469,1.24714455759589,37.032521079961896
